gene_stable_id,name,chr,start,stop,biotype,FDR,log2FC,p,GFP1,GFP2,GFP3,WT1,WT2,WT3,effect,-log(p)
ENSG00000173064,HECTD4,12,112160187,112382439,protein_coding,0.141594,0.487115,0.0542553,1.15612,0.903861,0.730359,0.916544,0.981012,1.22788,not significant,2.9140545954809625
ENSG00000103512,NOMO1,16,14833720,14896157,protein_coding,2.82259e-06,0.487214,2.81409e-07,35.9326,37.974,35.4858,42.3329,46.4474,34.0693,down,15.083456709835135
ENSG00000096968,JAK2,9,4984389,5128183,protein_coding,0.17006,0.487481,0.068583,1.88247,1.8091,2.60472,2.43987,2.16309,2.42613,not significant,2.6797105883721932
ENSG00000165996,HACD1,10,17589031,17617374,protein_coding,0.0103428,0.487877,0.0024232,12.2765,11.0752,11.1144,13.3559,12.7261,12.5441,down,6.022666298251247
ENSG00000126934,MAP2K2,19,4090320,4124129,protein_coding,0.0885935,0.488016,0.0303721,16.4061,15.8899,17.7422,24.0619,22.1656,10.1843,not significant,3.4942308551303145
ENSG00000119969,HELLS,10,94501433,94613905,protein_coding,2.98787e-06,0.489271,3.00039e-07,17.4302,18.1117,17.9816,19.0863,19.4692,21.3676,down,15.019353370739477
ENSG00000165359,INTS6L,X,135520642,135582510,protein_coding,0.169359,0.489414,0.0681937,2.65666,2.94542,3.23566,2.85099,3.7352,3.32977,not significant,2.6854030937661566
ENSG00000175029,CTBP2,10,124984316,125161170,protein_coding,0.000183326,0.48954,2.6786e-05,7.86812,7.17847,7.57247,7.79303,8.80925,8.77742,down,10.527631194999344
ENSG00000196313,POM121,7,72879364,72951440,protein_coding,2.64087e-05,0.489854,3.19441e-06,9.15463,9.05692,10.0836,11.1003,10.5416,10.0842,down,12.654108150723962
ENSG00000129204,USP6,17,5116437,5175034,protein_coding,0.341677,0.490035,0.17213,0.643435,0.584965,0.710969,0.754948,0.60935,0.80393,not significant,1.7595052736987224
ENSG00000066422,ZBTB11,3,101648888,101677495,protein_coding,0.0676883,0.490401,0.0219291,2.55671,2.53129,2.67868,2.91649,2.66837,3.11287,not significant,3.819940757066173
ENSG00000206418,RAB12,18,8609436,8639382,protein_coding,0.00221485,0.49077,0.000424237,22.2518,21.0319,26.6598,26.5018,26.5606,25.4027,down,7.765218296629382
ENSG00000109436,TBC1D9,4,140620781,140756385,protein_coding,0.121752,0.490811,0.0449755,3.01839,3.11831,1.99218,3.17484,3.01291,2.9492,not significant,3.101637381919955
ENSG00000162384,CZIB,1,53214098,53220634,protein_coding,0.0175491,0.491027,0.00445161,24.6626,30.0033,26.9378,30.8751,28.7088,31.8177,down,5.414489450484204
ENSG00000112062,MAPK14,6,36027676,36111236,protein_coding,0.00797128,0.491368,0.00177679,8.12673,9.20636,7.44339,9.42557,10.3847,8.07562,down,6.332946913495347
ENSG00000104859,CLASRP,19,45039044,45070956,protein_coding,0.146942,0.491817,0.0569454,3.84334,3.97056,5.71677,5.67854,4.83541,4.64711,not significant,2.865662364958779
ENSG00000186532,SMYD4,17,1779484,1830634,protein_coding,0.185934,0.491855,0.0765111,1.55512,2.18675,1.83583,2.06961,1.95653,2.21985,not significant,2.5703194506361338
ENSG00000136717,BIN1,2,127048026,127107288,protein_coding,0.551689,0.492175,0.346783,1.04606,1.27717,1.31347,1.30174,2.15358,0.67074,not significant,1.0590560548850936
ENSG00000189171,S100A13,1,153618786,153631360,protein_coding,1.46971e-08,0.492215,1.00636e-09,378.649,393.186,399.063,470.706,484.15,364.226,down,20.71692597640023
ENSG00000166896,ATP23,12,57906038,57959148,protein_coding,0.0468923,0.492333,0.0141427,18.5656,18.5479,14.9565,21.1449,19.111,18.2958,down,4.2585566890757
ENSG00000007944,MYLIP,6,16129085,16148248,protein_coding,0.113391,0.492453,0.0413155,5.62245,4.86894,3.95314,5.3357,5.95784,4.99873,not significant,3.1865175467601405
ENSG00000113108,APBB3,5,140558267,140564781,protein_coding,0.348568,0.492796,0.176864,2.60573,3.16016,2.88886,2.65855,2.7989,4.22373,not significant,1.7323742033312846
ENSG00000156381,ANKRD9,14,102501766,102509799,protein_coding,0.0129552,0.492946,0.00312685,4.7925,4.98754,4.19328,5.82292,5.54994,4.36737,down,5.7677291709566445
ENSG00000188807,TMEM201,1,9588910,9614877,protein_coding,0.00222985,0.492983,0.000427402,8.09273,7.31049,9.17974,9.47999,10.4231,7.79978,down,7.757785535632992
ENSG00000159459,UBR1,15,42942896,43106113,protein_coding,0.021835,0.493033,0.00575034,3.66575,4.14315,3.92801,3.43105,4.87,4.8933,down,5.158496295486231
ENSG00000196123,KIAA0895L,16,67175598,67184040,protein_coding,0.0192735,0.493327,0.00495589,7.68422,7.57443,7.34028,8.61618,8.56307,8.23993,down,5.307178510780366
ENSG00000047634,SCML1,X,17737448,17754988,protein_coding,0.0749081,0.493766,0.0247242,4.92899,5.25642,6.16599,6.29627,5.97398,6.08797,not significant,3.699972757911891
ENSG00000088832,FKBP1A,20,1368977,1393172,protein_coding,3.22478e-05,0.494006,3.96448e-06,39.6037,35.9307,40.051,42.5622,44.9247,42.6182,down,12.438135859019036
ENSG00000184206,GOLGA6L4,15,84235772,84245368,protein_coding,0.353041,0.49447,0.180234,1.05765,1.49521,1.59685,1.41512,1.31792,1.90703,not significant,1.7134992723603066
ENSG00000152767,FARP1,13,98142561,98455176,protein_coding,0.00497297,0.494572,0.00104499,1.76841,1.881,1.47864,1.86208,1.93884,1.97165,down,6.86374796298914
ENSG00000181404,WASHC1,9,14474,73865,protein_coding,0.0851687,0.495034,0.0288913,9.98023,6.57158,8.85576,11.0451,10.3863,7.29349,not significant,3.5442147672470874
ENSG00000078687,TNRC6C,17,77959239,78108835,protein_coding,2.17961e-06,0.495927,2.14594e-07,16.2027,17.0529,13.7987,17.0305,17.7732,18.1882,down,15.35451796613415
ENSG00000048471,SNX29,16,11976733,12574287,protein_coding,0.262495,0.495958,0.120542,0.92808,0.849224,0.845185,0.751877,1.28289,0.935142,not significant,2.1157570390622302
ENSG00000107819,SFXN3,10,101031233,101041244,protein_coding,0.168864,0.496135,0.067906,4.18144,3.38812,3.83285,3.36695,5.14826,4.37849,not significant,2.6896308830784603
ENSG00000186908,ZDHHC17,12,76763587,76853696,protein_coding,0.194803,0.496194,0.081206,1.87371,1.7941,1.79653,1.74267,2.25805,2.16426,not significant,2.5107661429187407
ENSG00000143384,MCL1,1,150574550,150579738,protein_coding,1.53138e-09,0.496205,9.05237e-11,63.485,60.576,65.4024,67.6663,79.5593,66.6622,down,23.125409421053806
ENSG00000151135,TMEM263,12,106955718,106978778,protein_coding,3.24375e-06,0.496682,3.2841e-07,25.9236,29.9625,30.5523,30.8861,34.3548,32.1392,down,14.929003009161836
ENSG00000019549,SNAI2,8,48917597,48921740,protein_coding,0.0544997,0.496761,0.0169036,7.85153,7.58472,8.7753,7.7766,9.97153,9.55519,not significant,4.080228661986689
ENSG00000105376,ICAM5,19,10289951,10296778,protein_coding,0.57953,0.496834,0.375238,0.813067,1.17597,0.604697,1.11298,1.25543,0.573478,not significant,0.9801947876607741
ENSG00000130449,ZSWIM6,5,61332257,61546172,protein_coding,0.00173746,0.49688,0.000322674,8.37775,9.36839,10.9062,10.0367,11.23,10.9925,down,8.03886803234134
ENSG00000164093,PITX2,4,110617422,110642123,protein_coding,0.0497318,0.496945,0.0151416,3.51088,4.08048,4.14464,4.86312,4.21635,4.12719,down,4.190309356239565
ENSG00000106780,MEGF9,9,120600810,120714470,protein_coding,0.208497,0.497331,0.0884979,1.41112,1.91601,1.84195,1.69511,1.61859,2.4781,not significant,2.4247764560633454
ENSG00000144455,SUMF1,3,3700813,4467273,protein_coding,0.22776,0.497397,0.099209,4.9596,3.29385,4.893,4.38745,5.3484,5.11632,not significant,2.3105265430001953
ENSG00000171517,LPAR3,1,84811601,84893206,protein_coding,0.347566,0.497437,0.176151,1.724,1.78106,1.60272,1.75589,2.44013,1.59236,not significant,1.7364136972311577
ENSG00000157107,FCHO2,5,72956040,73090522,protein_coding,0.156675,0.497898,0.0617806,2.26616,2.83929,1.89543,2.2629,3.02758,2.62348,not significant,2.784165879657994
ENSG00000082512,TRAF5,1,211326614,211374946,protein_coding,0.476145,0.497939,0.276785,0.806553,0.961444,1.1206,0.788614,1.14957,1.31281,not significant,1.2845142474584395
ENSG00000151176,PLBD2,12,113358565,113391629,protein_coding,0.00163723,0.499066,0.000302988,10.0375,10.2061,12.2922,13.2751,11.8551,11.5511,down,8.10181735719956
ENSG00000196507,TCEAL3,X,103607450,103629690,protein_coding,0.00359595,0.500037,0.000727147,35.7904,39.9935,37.4439,34.4587,53.0071,40.8466,down,7.2263819000452765
ENSG00000135338,LCA5,6,79484990,79537458,protein_coding,0.330598,0.500366,0.16413,0.979553,0.967978,1.67423,1.08269,1.27137,1.71653,not significant,1.807096482238293
ENSG00000102034,ELF4,X,130064873,130110716,protein_coding,0.0135019,0.500568,0.0032809,6.82675,6.56633,7.50327,7.71067,7.69368,8.18328,down,5.719637503980301
ENSG00000151665,PIGF,2,46580936,46617119,protein_coding,0.0010032,0.501026,0.000175606,26.7658,28.2161,26.4064,29.108,34.159,28.8959,down,8.647267708782069
ENSG00000110237,ARHGEF17,11,73308288,73369388,protein_coding,0.0858894,0.501511,0.0292314,1.77299,1.65151,1.91461,2.13142,2.09434,1.81577,not significant,3.532511805008696
ENSG00000155850,SLC26A2,5,149960736,149993455,protein_coding,0.0181891,0.501821,0.00463658,3.4532,3.01866,3.76297,3.3764,4.16228,4.04452,down,5.3737782534783705
ENSG00000226479,TMEM185B,2,120217478,120223400,protein_coding,0.0206344,0.502117,0.00537878,4.50359,4.7856,4.32918,5.78735,4.90079,4.71073,down,5.225293696322952
ENSG00000152078,TMEM56,1,95117354,95197607,protein_coding,0.339808,0.502128,0.170861,0.694564,0.861067,1.07002,1.22241,0.786465,0.944797,not significant,1.7669049185308543
ENSG00000121068,TBX2,17,61399842,61409466,protein_coding,0.255792,0.502238,0.115971,3.03353,1.60519,4.16632,3.32777,3.35113,3.28026,not significant,2.1544151191309817
ENSG00000183092,BEGAIN,14,100537146,100587413,protein_coding,0.556714,0.502521,0.351755,0.635164,0.787427,0.674838,0.558933,0.784588,1.024,not significant,1.0448203684475854
ENSG00000137411,VARS2,6,30908241,30926459,protein_coding,0.170715,0.502684,0.0689407,2.93103,2.25494,2.71657,3.04877,3.08133,2.82767,not significant,2.674508564188077
ENSG00000100297,MCM5,22,35400133,35425431,protein_coding,0.00012767,0.503025,1.79353e-05,24.9218,26.9271,24.43,29.2549,34.1072,23.3126,down,10.928739720049949
ENSG00000111144,LTA4H,12,96000752,96043520,protein_coding,5.6848e-05,0.503166,7.37208e-06,33.303,33.8522,30.4909,34.9704,39.5723,36.146,down,11.81781066634363
ENSG00000105808,RASA4,7,102573806,102616757,protein_coding,0.314706,0.503445,0.153459,1.00687,1.00019,0.987471,1.13593,0.956721,1.28767,not significant,1.8743218486099031
ENSG00000025800,KPNA6,1,32108055,32176563,protein_coding,4.85109e-07,0.503511,4.19501e-08,19.8919,20.0866,18.7128,20.7664,22.5382,23.1403,down,16.98678502024581
ENSG00000074527,NTN4,12,95657806,95791152,protein_coding,0.416882,0.503753,0.228291,1.06138,1.30211,1.69152,1.23236,2.3217,1.06946,not significant,1.4771341480368507
ENSG00000278266,AC079949.2,12,127147148,127150081,lincRNA,0.35037,0.504878,0.178006,1.55883,1.9683,2.48429,2.03221,2.31778,2.44329,not significant,1.7259380213929807
ENSG00000167487,KLHL26,19,18637024,18671721,protein_coding,0.19933,0.504968,0.0835893,2.2556,1.7619,2.22113,2.20543,2.49175,2.38363,not significant,2.481839757513577
ENSG00000141756,FKBP10,17,41812679,41823217,protein_coding,0.0323948,0.505175,0.00911117,6.77228,8.6376,7.90593,9.64636,9.38103,7.41353,down,4.698254145660357
ENSG00000205791,LOH12CR2,12,12355405,12357067,lincRNA,0.671787,0.505224,0.474948,0.824683,1.19277,1.05143,1.45141,1.01869,0.99715,not significant,0.7445499546243876
ENSG00000107882,SUFU,10,102503986,102633535,protein_coding,0.258595,0.505312,0.117895,1.41772,1.02921,1.2213,1.38619,1.18327,1.58294,not significant,2.137960881159126
ENSG00000119862,LGALSL,2,64453968,64461381,protein_coding,0.104498,0.505693,0.0372749,3.24562,3.68836,3.58628,4.12546,4.1428,3.66276,not significant,3.2894351010981797
ENSG00000135740,SLC9A5,16,67237682,67272191,protein_coding,0.365448,0.506023,0.189305,0.797977,1.64878,2.08694,1.56046,1.95877,1.6081,not significant,1.6643958080147816
ENSG00000168936,TMEM129,4,1715951,1721358,protein_coding,0.0622406,0.506223,0.0197935,6.35453,6.56488,5.89563,7.52584,7.92315,5.95198,not significant,3.922401678006534
ENSG00000119801,YPEL5,2,30146940,30160533,protein_coding,0.000510061,0.506761,8.26395e-05,17.0901,20.5008,19.6205,23.679,21.0939,20.0765,down,9.401022783510014
ENSG00000169682,SPNS1,16,28974220,28984548,protein_coding,0.574367,0.507099,0.370466,0.88743,0.814938,1.36191,1.44615,0.7105,1.2916,not significant,0.9929936063381666
ENSG00000262481,TMEM256-PLSCR3,17,7389733,7404097,protein_coding,0.0555855,0.5071,0.017284,8.44356,6.97845,7.17677,9.61554,8.89611,7.20662,not significant,4.05797406091245
ENSG00000136720,HS6ST1,2,128236715,128318868,protein_coding,0.0201604,0.507179,0.00523596,6.8568,6.02742,6.96556,7.58643,8.91565,6.12111,down,5.252205070383068
ENSG00000244038,DDOST,1,20651766,20661544,protein_coding,3.45123e-05,0.507666,4.27676e-06,37.7539,38.7567,38.081,40.8859,49.1936,40.3284,down,12.362314844392625
ENSG00000158793,NIT1,1,161118085,161125445,protein_coding,0.0317893,0.507781,0.00891915,6.98647,7.21773,6.99625,8.16588,9.09296,6.8778,down,4.719554628410561
ENSG00000067113,PLPP1,5,55424853,55534969,protein_coding,0.0413144,0.509027,0.0122023,11.0436,12.18,16.173,13.8622,15.823,15.0373,down,4.40613082042129
ENSG00000151553,FAM160B1,10,114821743,114899832,protein_coding,0.134268,0.509136,0.0507417,2.00227,2.02633,1.86684,2.03764,2.14522,2.51159,not significant,2.9810072212335057
ENSG00000134291,TMEM106C,12,47963568,47968878,protein_coding,2.04874e-06,0.509354,2.00502e-07,46.3019,50.801,51.7363,55.9174,57.6378,55.5752,down,15.422441615187195
ENSG00000145734,BDP1,5,71455650,71567820,protein_coding,0.000137671,0.509561,1.95476e-05,8.00877,8.89204,8.28895,9.72079,8.29142,10.5277,down,10.842658041217126
ENSG00000115687,PASK,2,241106098,241150264,protein_coding,0.0672474,0.509989,0.021738,2.74693,2.3956,2.19836,2.54631,2.79091,3.01946,not significant,3.8286933978411417
ENSG00000117528,ABCD3,1,94418388,94518666,protein_coding,3.33313e-07,0.510119,2.79506e-08,36.7825,40.6417,37.9654,41.0289,50.2815,40.2335,down,17.392827170670525
ENSG00000111674,ENO2,12,6913744,6923698,protein_coding,0.000359775,0.510305,5.64298e-05,18.5437,16.4208,18.5431,20.112,20.6925,20.098,down,9.782513170203577
ENSG00000270069,MIR222HG,X,45745210,45770274,lincRNA,0.361287,0.510804,0.18619,1.45926,1.88445,2.71321,2.22938,2.44096,2.20555,not significant,1.6809876212741761
ENSG00000070756,PABPC1,8,100685815,100722809,protein_coding,1.93544e-06,0.511048,1.884e-07,84.0628,94.9174,88.9429,87.5135,99.5301,116.967,down,15.484698474804148
ENSG00000204084,INPP5B,1,37860696,37947057,protein_coding,0.102457,0.511184,0.0363054,1.78418,1.87675,1.79222,2.0934,2.50444,1.63432,not significant,3.315788788444474
ENSG00000099904,ZDHHC8,22,20129455,20148007,protein_coding,0.117559,0.511832,0.0431882,2.17012,2.54767,2.72488,2.74876,3.14772,2.5842,not significant,3.1421879691919705
ENSG00000166529,ZSCAN21,7,100049773,100065038,protein_coding,0.133071,0.511919,0.0501413,5.10378,6.00846,5.42257,6.26685,6.84205,5.7406,not significant,2.992910259184828
ENSG00000071127,WDR1,4,10074338,10116949,protein_coding,7.60275e-10,0.512378,4.36476e-11,72.9398,71.7276,73.0201,85.7336,90.0991,72.7088,down,23.854872817972417
ENSG00000261474,AC026471.4,16,31449534,31453493,lincRNA,0.498378,0.512378,0.296267,4.52565,9.93535,9.01562,9.40311,10.4819,6.84014,not significant,1.2164942042129483
ENSG00000179922,ZNF784,19,55620741,55624601,protein_coding,0.381192,0.512948,0.201124,3.33239,3.31519,1.57357,3.98233,2.79505,2.61158,not significant,1.6038336457142686
ENSG00000112294,ALDH5A1,6,24494851,24537207,protein_coding,0.179084,0.513116,0.073071,1.72954,1.93569,1.88861,1.92594,2.22544,2.17838,not significant,2.6163237077656083
ENSG00000160789,LMNA,1,156082572,156140089,protein_coding,0.0357063,0.514211,0.0103056,69.2076,73.3031,63.6112,87.0442,93.4376,56.0787,down,4.575067842171648
ENSG00000136738,STAM,10,17644150,17716824,protein_coding,0.0801736,0.514238,0.026882,3.95232,4.1512,4.33916,4.76611,4.06842,5.30986,not significant,3.6162983613331807
ENSG00000103226,NOMO3,16,16232527,16294811,protein_coding,1.34173e-08,0.514239,9.12577e-10,48.2044,49.741,47.1448,56.637,62.0992,47.246,down,20.81474865047035
ENSG00000073169,SELENOO,22,50200978,50217616,protein_coding,0.498337,0.514568,0.296177,1.75552,1.92699,1.86518,2.1456,3.61419,0.663331,not significant,1.216798030399701
ENSG00000205177,C11orf91,11,33698260,33700801,protein_coding,0.749895,0.514906,0.577983,0.570151,0.883536,1.81729,0.836205,2.05415,0.861734,not significant,0.5482108225069998
ENSG00000251562,MALAT1,11,65497687,65506516,lincRNA,0.102816,0.515066,0.0364777,41.1973,39.1728,39.6136,37.5244,40.0088,58.5848,not significant,3.311054164009245
ENSG00000002746,HECW1,7,43112628,43566001,protein_coding,0.328374,0.51512,0.162739,0.584952,0.631784,0.790986,0.701929,1.06742,0.535822,not significant,1.8156075885033052
ENSG00000072778,ACADVL,17,7217124,7225266,protein_coding,0.000922986,0.515265,0.000159692,19.6762,19.6089,22.1722,25.6515,24.6529,19.9261,down,8.742263597924161
ENSG00000198937,CCDC167,6,37482937,37499893,protein_coding,0.183421,0.515602,0.0752607,19.9827,16.5153,22.1744,26.4852,26.5121,14.318,not significant,2.5867971927705447
ENSG00000083782,EPYC,12,90963681,91005026,protein_coding,0.671005,0.516658,0.473999,1.32293,1.19588,0.527085,1.2935,0.85112,1.333,not significant,0.7465500669939273
ENSG00000265972,TXNIP,1,145992434,145996600,protein_coding,0.0225994,0.516698,0.00598568,7.27302,8.65717,9.32316,8.1161,9.8466,10.8332,down,5.11838532904939
ENSG00000076242,MLH1,3,36993331,37050918,protein_coding,0.00259903,0.516939,0.00050582,12.688,12.1896,12.0208,13.9861,14.9741,13.2731,down,7.589329683189467
ENSG00000179873,NLRP11,19,55785396,55836800,protein_coding,0.376891,0.517218,0.197821,1.23369,1.55775,1.23792,1.80937,1.48158,1.31213,not significant,1.6203926975826228
ENSG00000108774,RAB5C,17,42124975,42155044,protein_coding,0.000335179,0.517702,5.2177e-05,24.6535,25.1525,28.041,30.8065,26.8519,31.1286,down,9.860868773200943
ENSG00000197381,ADARB1,21,45073852,45226560,protein_coding,0.0761827,0.517903,0.0252646,1.85915,2.39181,2.34797,2.81245,2.34707,2.36813,not significant,3.678351072542499
ENSG00000247315,ZCCHC3,20,296967,300321,protein_coding,0.00125297,0.517977,0.000224535,16.2065,13.9264,15.0463,17.3269,15.981,18.3138,down,8.401478960928966
ENSG00000130734,ATG4D,19,10543894,10553418,protein_coding,0.132511,0.518091,0.0498522,6.34407,7.29604,5.08704,8.1926,8.25546,5.06563,not significant,2.9986926511509036
ENSG00000188186,LAMTOR4,7,100148906,100155944,protein_coding,0.000113555,0.518173,1.57814e-05,50.5771,45.3284,47.1251,59.7482,58.4681,45.8175,down,11.056678526583317
ENSG00000115738,ID2,2,8678844,8684461,protein_coding,1.53546e-05,0.518632,1.77006e-06,41.8218,43.6943,41.5471,49.4395,45.2393,50.4728,down,13.244497113647986
ENSG00000187079,TEAD1,11,12674420,12944737,protein_coding,0.00109254,0.518927,0.000192818,6.49609,5.89929,7.04099,6.96627,6.68692,8.52501,down,8.553763819149845
ENSG00000166863,TAC3,12,57009999,57028883,protein_coding,0.404911,0.519551,0.219022,4.25702,3.56023,3.23066,3.76592,3.5474,5.31071,not significant,1.51858309759006
ENSG00000105373,NOP53,19,47745545,47757058,protein_coding,1.09396e-05,0.519602,1.22315e-06,62.4873,59.3214,60.6484,75.6287,72.146,61.4312,down,13.614081059556819
ENSG00000170832,USP32,17,60177326,60422470,protein_coding,0.000909626,0.519762,0.000156785,6.31936,5.32184,5.88675,6.99874,6.62832,6.45798,down,8.760635117889295
ENSG00000075399,VPS9D1,16,89707133,89720898,protein_coding,0.518239,0.519955,0.313501,0.953592,0.895598,1.19736,1.27143,0.981605,1.2229,not significant,1.1599527291215856
ENSG00000176102,CSTF3,11,33077187,33162371,protein_coding,1.55264e-05,0.520082,1.79393e-06,19.0438,20.9244,19.8273,22.0454,23.9304,22.5259,down,13.231101814040992
ENSG00000102221,JADE3,X,46912275,47061242,protein_coding,0.18156,0.52042,0.0743306,1.87456,2.34431,1.62476,1.83286,2.58976,2.28647,not significant,2.5992325681666575
ENSG00000174943,KCTD13,16,29905011,29926236,protein_coding,0.279158,0.520844,0.130588,1.1729,1.21172,1.3957,1.3303,1.78688,1.22909,not significant,2.035707949975453
ENSG00000185164,NOMO2,16,18417324,18562211,protein_coding,5.9581e-09,0.521365,3.81449e-10,36.3168,37.8309,35.7441,43.1423,47.107,36.0717,down,21.687043956971312
ENSG00000180354,MTURN,7,30134985,30162762,protein_coding,0.0350696,0.522447,0.0100507,3.6366,2.88998,3.52407,4.25904,3.94911,3.34214,down,4.600112995161329
ENSG00000104419,NDRG1,8,133237170,133302022,protein_coding,0.0134014,0.522659,0.00325122,5.90833,5.7584,5.92205,6.7034,7.57368,5.95329,down,5.728724968464284
ENSG00000128602,SMO,7,129188632,129213545,protein_coding,0.0401658,0.523131,0.0117873,6.32291,5.67445,4.20714,6.55696,6.64015,5.47007,down,4.440732598292698
ENSG00000162413,KLHL21,1,6590723,6614607,protein_coding,5.11431e-06,0.523691,5.38014e-07,14.649,14.1833,12.7875,15.5108,16.2918,16.0214,down,14.435381254818369
ENSG00000104324,CPQ,8,96645241,97149654,protein_coding,0.0280805,0.523701,0.00769476,8.51744,8.48512,11.0964,11.8971,11.0639,9.29744,down,4.867215701261505
ENSG00000186166,CCDC84,11,118998137,119015793,protein_coding,0.0251076,0.523722,0.00675356,20.4579,16.9499,18.0773,23.3697,21.6844,18.7767,down,4.997685505720696
ENSG00000123240,OPTN,10,13099448,13138308,protein_coding,0.0175909,0.523918,0.00446566,5.25369,5.2562,5.58185,6.05607,6.94505,5.51656,down,5.41133825922805
ENSG00000169641,LUZP1,1,23084022,23177808,protein_coding,0.00177998,0.524006,0.000331153,8.54739,8.17824,8.96951,8.04871,8.96092,12.3754,down,8.012930053735653
ENSG00000177479,ARIH2,3,48918820,48986382,protein_coding,8.54852e-07,0.525262,7.73933e-08,20.3521,19.4234,19.9255,23.576,22.5467,22.4961,down,16.374365623405044
ENSG00000214013,GANC,15,42273232,42356935,protein_coding,0.0818539,0.525497,0.0275579,1.34083,1.36003,1.34688,1.5017,1.60607,1.54755,not significant,3.591466033127366
ENSG00000112787,FBRSL1,12,132489550,132585188,protein_coding,0.00034067,0.525594,5.31432e-05,5.58536,6.43488,6.15171,6.94793,7.25453,6.68861,down,9.84252040115435
ENSG00000169220,RGS14,5,177357923,177372596,protein_coding,0.337331,0.526145,0.169129,1.74722,3.38448,2.32044,3.0964,2.81023,2.64078,not significant,1.7770935416252664
ENSG00000175662,TOM1L2,17,17843510,17972422,protein_coding,0.0301887,0.526661,0.00839694,3.30828,3.53171,3.24154,4.74422,3.67033,3.1853,down,4.779887925215314
ENSG00000109472,CPE,4,165361193,165498547,protein_coding,2.03367e-12,0.527499,9.06603e-14,100.906,99.8504,109.423,117.766,120.854,118.386,down,30.031656840336613
ENSG00000137817,PARP6,15,72241180,72272999,protein_coding,0.347062,0.527723,0.175735,1.25993,2.5165,2.23105,2.13531,3.19913,1.60806,not significant,1.738778100440155
ENSG00000065457,ADAT1,16,75596980,75623300,protein_coding,0.0764535,0.528343,0.0253824,4.4658,4.61363,5.24419,5.20913,4.91959,6.31549,not significant,3.6736992585189068
ENSG00000116962,NID1,1,235975829,236065109,protein_coding,0.00904633,0.52836,0.00206971,5.24527,6.00595,4.69052,6.06885,7.01917,5.32923,down,6.180346778137665
ENSG00000135916,ITM2C,2,230864638,230879248,protein_coding,0.0128422,0.528361,0.00309537,12.0757,10.5561,10.8561,11.6053,13.3866,13.6235,down,5.777847832333317
ENSG00000149716,LTO1,11,69653075,69675416,protein_coding,0.0968122,0.528934,0.0337981,3.36427,3.54514,3.57441,4.60522,3.94793,3.52546,not significant,3.3873506910909263
ENSG00000156603,MED19,11,57703713,57712323,protein_coding,0.00664713,0.528999,0.00144421,18.6196,19.7168,20.9366,24.7291,20.7638,22.6699,down,6.540192819722447
ENSG00000204264,PSMB8,6,32840716,32844703,protein_coding,0.222412,0.530186,0.0960934,5.57526,4.40456,6.44616,4.97026,7.93338,6.11336,not significant,2.3424346438243013
ENSG00000118096,IFT46,11,118544527,118572970,protein_coding,0.522098,0.53044,0.317476,0.885642,0.914959,1.22325,0.77935,1.27632,1.42781,not significant,1.1473530540576815
ENSG00000104164,BLOC1S6,15,45587122,45615999,protein_coding,1.46894e-05,0.530886,1.68569e-06,13.0688,13.8823,12.7099,14.5407,15.2239,15.9753,down,13.293335582431409
ENSG00000178537,SLC25A20,3,48856925,48898904,protein_coding,0.301485,0.531333,0.144329,3.10447,3.64459,3.44831,3.1734,4.93876,3.69684,not significant,1.9356598631931472
ENSG00000178425,NT5DC1,6,116100850,116249497,protein_coding,3.87429e-05,0.531649,4.83145e-06,9.97229,10.152,9.51246,11.5654,11.2393,11.405,down,12.240363928313572
ENSG00000213020,ZNF611,19,52702812,52735073,protein_coding,0.032452,0.531987,0.00913736,4.7806,4.39612,3.85126,4.62291,4.92104,5.50512,down,4.6953837755010435
ENSG00000102316,MAGED2,X,54807598,54816015,protein_coding,5.37005e-06,0.532008,5.66675e-07,46.348,53.632,55.6659,64.6449,67.0699,48.4411,down,14.383479889795991
ENSG00000171163,ZNF692,1,248850005,248859144,protein_coding,0.431381,0.532384,0.239581,1.16856,1.53649,2.59597,1.97353,1.74965,2.3549,not significant,1.428863714716547
ENSG00000148730,EIF4EBP2,10,70404144,70428618,protein_coding,1.64361e-05,0.532449,1.90872e-06,10.2062,11.1746,9.97909,12.2668,13.2285,10.7964,down,13.169077697629422
ENSG00000232112,TMA7,3,48440256,48444208,protein_coding,1.04086e-16,0.532574,3.1342900000000002e-18,718.994,750.278,719.166,845.993,885.529,798.828,down,40.304129000736445
ENSG00000204231,RXRB,6,33193587,33200688,protein_coding,0.0275479,0.532581,0.00752716,6.78499,7.27919,7.02395,8.59028,8.23791,7.53782,down,4.889237466346843
ENSG00000115641,FHL2,2,105357711,105438513,protein_coding,0.000143248,0.532775,2.04425e-05,8.31962,9.24065,9.08827,10.7697,10.4537,9.56362,down,10.797894490910279
ENSG00000169692,AGPAT2,9,136673142,136687457,protein_coding,0.332313,0.532995,0.165195,3.94311,3.05523,3.66573,4.81926,4.39719,3.14539,not significant,1.80062868469712
ENSG00000102921,AC026470.1,16,48538725,48620148,protein_coding,0.00880991,0.533703,0.00200509,4.06119,4.45324,4.61765,4.63267,4.76722,5.74329,down,6.212066331450482
ENSG00000141956,PRDM15,21,41798224,41879482,protein_coding,0.133919,0.533773,0.0505484,1.48135,1.56439,1.78373,1.35184,1.89761,2.32186,not significant,2.984823985846458
